,Facility Id,FRS Id,Facility Name,City,State,Latitude,Longitude,Total reported emissions,CO2 emissions,Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,SF6 emissions,Subpart Letter,Name of industry,Facility Type
554,1010040,110071159872,15-18565/15-18662,Hazard,KY,37.274127,-83.239034,51538.75,,51538.75,,,FF,Underground Coal Mines,Direct Emitter
555,1009920,110055518355,Alma No. 1 Mine,Ethel,WV,37.873822,-81.893448,53200.0,,53200.0,,,FF,Underground Coal Mines,Direct Emitter
556,1010323,110071161096,American Eagle,Cabin Creek,WV,38.0908,-81.5291,174450.5,,174450.5,,,FF,Underground Coal Mines,Direct Emitter
557,1013982,,Black Eagle Deep Mine,Pettus,WV,37.957476815386,-81.5379977742566,82800.0,,82800.0,,,FF,Underground Coal Mines,Direct Emitter
558,1001687,110071160452,Blue Diamond Mining Mine 77,Hazard,KY,37.274127,-83.239034,38889.0,,38889.0,,,FF,Underground Coal Mines,Direct Emitter
559,1008387,110071160304,Buchanan Mine #1,Raven,VA,37.207886,-81.916612,975443.7,15754.7,959689.0,,,FF,Underground Coal Mines,Direct Emitter
560,1013900,,CONSOL Energy Itmann #5,Itmann,WV,37.574266907639,-81.4179182823898,17989.75,,17989.75,,,FF,Underground Coal Mines,Direct Emitter
561,1013016,110071161046,Carter Roag Coal Company - Morgan Camp Mine,Helvetia,WV,38.65567864,-80.1516867,5240.5,,5240.5,,,FF,Underground Coal Mines,Direct Emitter
562,1014015,,Cedar Grove #2 Mine,Yolyn,WV,37.8177458507505,-81.9331898203818,54225.0,,54225.0,,,FF,Underground Coal Mines,Direct Emitter
563,1014681,,Cedar Grove No.3 Mine,Lyburn,WV,37.7951835113227,-81.9476087561079,0.0,0.0,,,,FF,Underground Coal Mines,Direct Emitter
564,1010125,110046101240,Cleveland-Cliffs Princeton Coal,Princeton,WV,37.338238,-81.08738,50189.25,,50189.25,,,FF,Underground Coal Mines,Direct Emitter
565,1013071,110071162265,Crooked Creek Mine,Indiana,PA,40.664816,-79.245351,87380.0,,87380.0,,,FF,Underground Coal Mines,Direct Emitter
566,1013995,110070931048,Davy Branch Mine,Lyburn,WV,37.799367,-81.944258,50.0,,50.0,,,FF,Underground Coal Mines,Direct Emitter
567,1009821,110055517114,Deep Mine 41,Norton,VA,36.970042,-82.604399,1001498.0,,1001498.0,,,FF,Underground Coal Mines,Direct Emitter
568,1011516,110071160069,Deer Run Mine,Hillsboro,IL,39.129589,-89.471009,61957.5,,61957.5,,,FF,Underground Coal Mines,Direct Emitter
569,1010341,110071159660,Eagle,Comfort,WV,38.108776,-81.570611,21398.75,,21398.75,,,FF,Underground Coal Mines,Direct Emitter
570,1009948,110071160333,"Gibson County Coal, LLC",Princeton,IN,38.354475,-87.559361,424595.5,,424595.5,,,FF,Underground Coal Mines,Direct Emitter
571,1011909,110067409931,Heilwood Mine,Heilwood,PA,40.623989,-78.912658,137707.5,,137707.5,,,FF,Underground Coal Mines,Direct Emitter
572,1013481,,Jerry Fork Deep Mine,Drennen,WV,38.301599,-81.000071,18502.5,,18502.5,,,FF,Underground Coal Mines,Direct Emitter
573,1014367,110040509492,Knob Creek Mine,Clarksburg,PA,40.518154,-79.328615,88125.0,,88125.0,,,FF,Underground Coal Mines,Direct Emitter
574,1007472,110071161249,LEER SOUTH MINING COMPLEX,PHILIPPI,WV,39.184925,-80.053492,1033347.25,,1033347.25,,,FF,Underground Coal Mines,Direct Emitter
575,1010871,110063111163,Leer Mine,Grafton,WV,39.3417,-79.97591,279140.25,,279140.25,,,FF,Underground Coal Mines,Direct Emitter
576,1010656,110071159870,Lower War Eagle Deep Mine,Man,WV,37.71064,-81.898908,108451.5,,108451.5,,,FF,Underground Coal Mines,Direct Emitter
577,1010111,110055519327,Lowry Mine,Indiana,PA,40.667163,-79.132274,139995.0,,139995.0,,,FF,Underground Coal Mines,Direct Emitter
578,1013994,110070931027,Lynn Branch No.2 Mine,Lyburn,WV,37.768484,-81.926648,21200.0,,21200.0,,,FF,Underground Coal Mines,Direct Emitter
579,1009895,110010859339,Mingo Logan Coal LLC,Sharples,WV,37.923056,-81.833333,165648.0,,165648.0,,,FF,Underground Coal Mines,Direct Emitter
580,1014471,110002051163,"New Elk Coal Company, LLC",Weston,CO,37.14532,-105.03393,0.0,0.0,,,,FF,Underground Coal Mines,Direct Emitter
581,1011240,110071159586,Oaktown Fuels Mine No. 2,Oaktown,IN,38.85679,-87.42362,434137.0,2067.0,432070.0,,,FF,Underground Coal Mines,Direct Emitter
582,1003058,110071159586,Oaktown Fuels Mine No.1,Oaktown,IN,38.85679,-87.42362,654388.6,1797.6,652591.0,,,FF,Underground Coal Mines,Direct Emitter
583,1008766,110055514411,Ohio County Mine,Dallas,WV,39.9717,-80.5492,801173.5,,801173.5,,,FF,Underground Coal Mines,Direct Emitter
584,1010193,110071159437,Peerless,Comfort,WV,38.108776,-81.570611,19208.25,,19208.25,,,FF,Underground Coal Mines,Direct Emitter
585,1011471,,"Pocahontas Coal Company, LLC - Affinity Mine",Sophia,WV,37.70535,-81.226891,107493.0,,107493.0,,,FF,Underground Coal Mines,Direct Emitter
586,1010198,110071160348,Pond Creek No. 1 Mine,Marion,IL,37.83464,-88.83582,575878.75,,575878.75,,,FF,Underground Coal Mines,Direct Emitter
587,1011220,110020582467,Prairie Eagle Mine,Cutler,IL,38.071915,-89.589141,60345.75,,60345.75,,,FF,Underground Coal Mines,Direct Emitter
588,1011739,110064007239,Pride Mine,Central City,KY,37.291716,-87.05216,192169.0,,192169.0,,,FF,Underground Coal Mines,Direct Emitter
589,1009600,110055517221,Shoal Creek Mine,Oakman,AL,33.50668,-87.27089,283999.3,5841.8,278157.5,,,FF,Underground Coal Mines,Direct Emitter
590,1010263,110071159572,"Sugar Camp Energy, LLC",Macedonia,IL,38.034083,-88.760948,394629.5,,394629.5,,,FF,Underground Coal Mines,Direct Emitter
591,1009828,110005553622,"Tunnel Ridge, LLC",Triadelphia,WV,40.152515,-80.655804,995083.75,,995083.75,,,FF,Underground Coal Mines,Direct Emitter
592,1010057,110055519041,"Warrior Coal, LLC",Madisonville,KY,37.38339,-87.61172,332095.5,,332095.5,,,FF,Underground Coal Mines,Direct Emitter
593,1013783,110070835257,Warrior Met Coal Mine #4,Brookwood,AL,33.3286,-87.3319,618371.15,21.4,618349.75,,,FF,Underground Coal Mines,Direct Emitter
594,1010328,110000912031,"Warrior Met Coal, LLC",Brookwood,AL,33.26151,-87.31156,1187812.65,21.4,1187791.25,,,FF,Underground Coal Mines,Direct Emitter
595,1011237,110071162283,White Oak Resources Mine No. 1/Hamilton County Coal,Dahlgren,IL,38.1715,-88.6025,719299.25,,719299.25,,,FF,Underground Coal Mines,Direct Emitter
596,1005043,110071160392,3M CO,MAPLEWOOD,MN,44.951,-92.9959,87926.142,87820.6,44.75,60.792,,C,Stationary Combustion,Direct Emitter
597,1007698,110000421776,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,44.95018,-89.63766,41528.144,41485.4,19.5,23.244,,C,Stationary Combustion,Direct Emitter
598,1003408,110071161417,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,34.70537,-92.24607,32759.776,32725.8,15.5,18.476,,C,Stationary Combustion,Direct Emitter
599,1004914,110000425059,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,44.879677,-94.359598,37329.26,37290.9,17.5,20.86,,C,Stationary Combustion,Direct Emitter
600,1004804,110000443805,3M NEVADA PLANT,NEVADA,MO,37.834476,-94.330625,34976.268,34940.1,16.5,19.668,,C,Stationary Combustion,Direct Emitter
601,1013282,,3M Pittsboro,Moncure,NC,35.660546,-79.176782,28141.944,28112.9,13.25,15.794,,C,Stationary Combustion,Direct Emitter
602,1000766,110064649901,59th Street,NEW YORK,NY,40.7711,-73.9911,201079.112,200865.7,96.0,117.412,,C,Stationary Combustion,Direct Emitter
603,1000767,110070834991,74th Street,NEW YORK,NY,40.768,-73.9515,253920.246,253582.5,136.0,201.746,,C,Stationary Combustion,Direct Emitter
604,1013527,,A.J. Mihm Generating Station,Pelkie,MI,46.793722,-88.616566,112263.528,112147.9,52.75,62.878,,C,Stationary Combustion,Direct Emitter
605,1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,42.30227,-87.89065,57247.084,57187.9,27.0,32.184,,C,Stationary Combustion,Direct Emitter
606,1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,18.433237,-66.570509,63109.69,63030.5,33.0,46.19,,C,Stationary Combustion,Direct Emitter
607,1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,45.442417,-98.787139,192048.576,191850.2,90.5,107.876,,C,Stationary Combustion,Direct Emitter
608,1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,39.481881,-76.137166,100250.064,100116.2,54.0,79.864,,C,Stationary Combustion,Direct Emitter
609,1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,30.32903,-97.29207,24461.508,24436.3,11.5,13.708,,C,Stationary Combustion,Direct Emitter
610,1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,34.323944,-99.818194,37964.008,37925.1,17.75,21.158,,C,Stationary Combustion,Direct Emitter
611,1002731,110071161104,ADA COGENERATION,ADA,MI,42.929287,-85.431127,126690.172,126559.2,59.75,71.222,,C,Stationary Combustion,Direct Emitter
612,1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,32.005411,-93.387823,321029.94,321027.2,1.25,1.49,,C,Stationary Combustion,Direct Emitter
613,1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,42.3586,-89.80342,93889.296,93792.3,44.25,52.746,,C,Stationary Combustion,Direct Emitter
614,1002154,110013325507,ADM - MANKATO,MANKATO,MN,44.186805,-93.995493,106717.082,106155.0,209.25,352.832,,C,Stationary Combustion,Direct Emitter
615,1010610,110033021888,ADM Deerfield,Deerfield,MO,37.80725,-94.585301,42746.838,42702.7,20.0,24.138,,C,Stationary Combustion,Direct Emitter
616,1011855,110002319982,ADM Fostoria,Fostoria,OH,41.1494,-83.43295,27102.548,27074.6,12.75,15.198,,C,Stationary Combustion,Direct Emitter
617,1000376,110040894761,ADM QUINCY,QUINCY,IL,39.903884,-91.410552,96735.636,96635.9,45.5,54.236,,C,Stationary Combustion,Direct Emitter
618,1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,34.997921,-85.318581,21700.268,21677.8,10.25,12.218,,C,Stationary Combustion,Direct Emitter
619,1000034,110067425799,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,41.626329,-93.583205,151811.58,150758.8,386.75,666.03,,C,Stationary Combustion,Direct Emitter
620,1014236,110000350370,ADM Southport,Southport,NC,33.94516,-78.00117,89098.308,89005.1,42.25,50.958,,C,Stationary Combustion,Direct Emitter
621,1011961,110012384561,ADM Valdosta,Valdosta,GA,30.8325,-83.248056,63147.99,63078.5,30.75,38.74,,C,Stationary Combustion,Direct Emitter
622,1000627,110000342460,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,37.336111,-77.2825,60013.56,59948.8,29.0,35.76,,C,Stationary Combustion,Direct Emitter
623,1005310,110071162472,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,17.945,-66.15027,3474944.396,3451922.8,8419.0,14602.596,,C,Stationary Combustion,Direct Emitter
624,1005972,110027164164,AES HAWAII INC,KAPOLEI,HI,21.301222,-158.107306,642018.812,636257.4,2105.25,3656.162,,C,Stationary Combustion,Direct Emitter
625,1003853,110045614689,AFTON CHEMICAL CORP,SAUGET,IL,38.60055,-90.1729,51466.256,51413.1,24.25,28.906,,C,Stationary Combustion,Direct Emitter
626,1002069,110018869303,AG PROCESSING INC,EMMETSBURG,IA,43.10102,-94.65419,24229.608,24204.4,11.5,13.708,,C,Stationary Combustion,Direct Emitter
627,1006054,110011273022,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,42.669167,-93.904444,71687.28,71613.3,33.75,40.23,,C,Stationary Combustion,Direct Emitter
628,1002408,110018868126,AG PROCESSING INC-SHELDON,SHELDON,IA,43.182248,-95.856177,27479.596,27451.1,13.0,15.496,,C,Stationary Combustion,Direct Emitter
629,1002291,110000427093,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,44.93265,-96.056491,39250.652,39210.1,18.5,22.052,,C,Stationary Combustion,Direct Emitter
630,1002067,110054910094,AGP SOY/CORN PROCESSING,HASTINGS,NE,40.58971,-98.33974,190387.12,189003.5,507.5,876.12,,C,Stationary Combustion,Direct Emitter
631,1001919,110071162246,AHN Heartland Ingredients,EDDYVILLE,IA,41.14375,-92.647694,116859.66,116739.1,55.0,65.56,,C,Stationary Combustion,Direct Emitter
632,1003780,110014407846,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,PORT NECHES,TX,29.981116,-93.952389,3054.888,3051.6,1.5,1.788,,C,Stationary Combustion,Direct Emitter
633,1006115,110070712127,AIR LIQUIDE AMERICA CORP.,GEISMAR,LA,30.21023,-90.99085,446311.82,445851.5,210.0,250.32,,C,Stationary Combustion,Direct Emitter
634,1003591,110066912586,AIR LIQUIDE GEISMAR UTILITY SERVICES,GEISMAR,LA,30.216085,-91.002699,150611.168,150378.3,94.0,138.868,,C,Stationary Combustion,Direct Emitter
635,1002430,110012710423,AIR PRODUCTS BAYTOWN PLANT,BAYTOWN,TX,29.757778,-95.023056,59959.824,59897.9,28.25,33.674,,C,Stationary Combustion,Direct Emitter
636,1005149,110000594642,AL CORN CLEAN FUEL,CLAREMONT,MN,44.049412,-93.017379,203160.136,202950.8,95.5,113.836,,C,Stationary Combustion,Direct Emitter
637,1007272,110000359068,ALADDIN MILLS - ANTIOCH RD PLA NT,DALTON,GA,34.73399,-84.94646,35587.164,35549.9,17.0,20.264,,C,Stationary Combustion,Direct Emitter
638,1003402,110056955987,ALBEMARLE CORPORATION HOUSTON PLANT,PASADENA,TX,29.742498,-95.165513,44964.018,44914.9,22.0,27.118,,C,Stationary Combustion,Direct Emitter
639,1004307,110000743508,ALBEMARLE CORPORATION-SOUTH PLANT,MAGNOLIA,AR,33.1756,-93.2169,82972.088,82886.6,39.0,46.488,,C,Stationary Combustion,Direct Emitter
640,1005862,110000345010,ALLEGANY BALLISTICS LABORATORY,KEYSER,WV,39.56097,-78.84361,23694.06,23669.4,11.25,13.41,,C,Stationary Combustion,Direct Emitter
641,1000048,110070030311,"ALLISON TRANSMISSION, Inc.",INDIANAPOLIS,IN,39.779861,-86.240969,6229.848,6208.4,6.25,15.198,,C,Stationary Combustion,Direct Emitter
642,1004327,110000451467,ALMATIS INC - BAUXITE ARKANSAS,Benton,AR,34.57522,-92.53173,67719.696,67650.1,31.75,37.846,,C,Stationary Combustion,Direct Emitter
643,1013670,110071045624,ALTIVIA Institute Facilities,Dunbar,WV,38.384705,-81.776181,105582.152,105473.1,49.75,59.302,,C,Stationary Combustion,Direct Emitter
644,1007401,110042073332,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",HAVERHILL,OH,38.59167,-82.81944,27363.796,27335.3,13.0,15.496,,C,Stationary Combustion,Direct Emitter
645,1007264,110035761912,ALTO MAGIC VALLEY LLC,BURLEY,ID,42.521324,-113.815693,56649.236,56590.6,26.75,31.886,,C,Stationary Combustion,Direct Emitter
646,1005184,110071162512,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,PRUDHOE BAY,AK,70.257222,-148.617778,68736.592,68665.9,32.25,38.442,,C,Stationary Combustion,Direct Emitter
647,1005781,110064041834,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",VALDEZ,AK,61.084857,-146.388531,21050.856,20978.1,21.5,51.256,,C,Stationary Combustion,Direct Emitter
648,1005491,110069711869,"AM/NS Calvert, LLC",CALVERT,AL,30.8,-88.1,518893.396,518358.0,244.25,291.146,,C,Stationary Combustion,Direct Emitter
649,1004732,110012703271,AMERICAN ACRYL PASADENA,PASADENA,TX,29.62132,-95.06676,73207.924,73132.3,34.5,41.124,,C,Stationary Combustion,Direct Emitter
650,1005432,110010495384,AMERICAN AIRLINES,TULSA,OK,36.204822,-95.868808,35268.82,35223.5,18.5,26.82,,C,Stationary Combustion,Direct Emitter
651,1005327,110000366611,AMERICAN CAST IRON PIPE CO,BIRMINGHAM,AL,33.54698,-86.83465,168767.704,168042.1,271.75,453.854,,C,Stationary Combustion,Direct Emitter
652,1008041,110054631225,AMERICAN COLLOID,Colony,WY,44.86636,-104.1513,52668.218,52571.8,39.5,56.918,,C,Stationary Combustion,Direct Emitter
653,1000007,110007014774,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,BERNALILLO,NM,35.330083,-106.5275,16693.588,16676.6,7.75,9.238,,C,Stationary Combustion,Direct Emitter
654,1005175,110007385551,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,DUKE,OK,34.66029,-99.58732,96069.888,95970.7,45.25,53.938,,C,Stationary Combustion,Direct Emitter
655,1007404,110071162329,AMERICAN GYPSUM COMPANY,GYPSUM,CO,39.658889,-106.956111,75047.368,74970.1,35.25,42.018,,C,Stationary Combustion,Direct Emitter
656,1004845,110001556138,AMERICAN GYPSUM COMPANY,ALBUQUERQUE,NM,35.17237,-106.59347,46102.876,46055.2,21.75,25.926,,C,Stationary Combustion,Direct Emitter
657,1001860,110009575762,AMERICAN SUGAR REFINING INC - Chalmette Refinery,ARABI,LA,29.953576,-89.997583,140597.52,140452.3,66.25,78.97,,C,Stationary Combustion,Direct Emitter
658,1006919,110000378546,AMERICAN SYNTHETIC RUBBER,LOUISVILLE,KY,38.209317,-85.847511,160339.736,159458.6,327.75,553.386,,C,Stationary Combustion,Direct Emitter
659,1001962,110056954602,AMERICAS STYRENICS LLC - ST JAMES PLANT,ST. JAMES,LA,30.08013,-90.916,596881.73,595588.8,425.75,867.18,,C,Stationary Combustion,Direct Emitter
660,1005072,110071162473,"AMGEN MANUFACTURING, LIMITED",JUNCOS,PR,18.2375,-65.907222,36979.004,36853.2,37.0,88.804,,C,Stationary Combustion,Direct Emitter
661,1006111,110000382773,ANHEUSER BUSCH INC,COLUMBUS,OH,40.103056,-82.993056,34823.134,34769.2,21.75,32.184,,C,Stationary Combustion,Direct Emitter
662,1002867,110017431322,ANHEUSER BUSCH INC. - L.A. BREWERY,VAN NUYS,CA,34.22132,-118.48044,32789.542,32727.1,24.0,38.442,,C,Stationary Combustion,Direct Emitter
663,1003352,110057414070,ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY,FORT COLLINS,CO,40.619722,-105.006111,40062.646,40020.7,19.0,22.946,,C,Stationary Combustion,Direct Emitter
664,1003176,110000341684,ANHEUSER BUSCH LLC,WILLIAMSBURG,VA,37.237518,-76.652662,34176.82,34141.2,16.25,19.37,,C,Stationary Combustion,Direct Emitter
665,1003224,110000461401,ANHEUSER-BUSCH HOUSTON BREWERY,HOUSTON,TX,29.774444,-95.270833,41103.8,41041.3,25.25,37.25,,C,Stationary Combustion,Direct Emitter
666,1006147,110000362036,ANHEUSER-BUSCH LLC,JACKSONVILLE,FL,30.433075,-81.647505,55669.492,55591.1,32.5,45.892,,C,Stationary Combustion,Direct Emitter
667,1006904,110000356427,"ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY",CARTERSVILLE,GA,34.2557,-84.7825,19426.796,19378.9,17.5,30.396,,C,Stationary Combustion,Direct Emitter
668,1003525,110070344532,"ANHEUSER-BUSCH, INC. NEWARK BREWERY",NEWARK,NJ,40.6916,-74.1916,23836.13,23805.0,13.25,17.88,,C,Stationary Combustion,Direct Emitter
669,1005490,110001547675,ANIMAS POWER PLANT,FARMINGTON,NM,36.72488,-108.19144,0.0,0.0,,,,C,Stationary Combustion,Direct Emitter
670,1000793,110069729271,"APG Polytech, LLC",APPLE GROVE,WV,38.663697,-82.16883,42061.592,42018.3,19.75,23.542,,C,Stationary Combustion,Direct Emitter
671,1002596,110067751702,APPVION - APPLETON PLT,APPLETON,WI,44.2729,-88.39311,28461.892,28432.3,13.5,16.092,,C,Stationary Combustion,Direct Emitter
672,1005385,110041568568,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,SHELBY,OH,40.88135,-82.66758,63133.712,63068.5,29.75,35.462,,C,Stationary Combustion,Direct Emitter
673,1003215,110000592047,ARCHER DANIELS MIDLAND,FRANKFORT,IN,40.2853,-86.5479,48791.116,48740.7,23.0,27.416,,C,Stationary Combustion,Direct Emitter
674,1005935,110002382680,ARCHER DANIELS MIDLAND COMPANY,LINCOLN,NE,40.86667,-96.619116,153579.564,152500.0,396.25,683.314,,C,Stationary Combustion,Direct Emitter
675,1005940,110000595115,ARCHER DANIELS MIDLAND PROCESSING,VELVA,ND,48.062103,-100.924722,41737.992,41694.7,19.75,23.542,,C,Stationary Combustion,Direct Emitter
676,1004649,110000404198,ARCONIC LAFAYETTE LLC,LAFAYETTE,IN,40.395778,-86.859639,38859.304,38819.3,18.25,21.754,,C,Stationary Combustion,Direct Emitter
677,1002795,110000916812,ARCONIC TENNESSEE OPERATIONS,ALCOA,TN,35.811815,-83.969576,203730.884,203521.0,95.75,114.134,,C,Stationary Combustion,Direct Emitter
678,1006199,110071161153,ARIZONA STATE UNIVERSITY,TEMPE,AZ,33.42195,-111.935,61764.468,61700.9,29.0,34.568,,C,Stationary Combustion,Direct Emitter
679,1006644,110000464168,ARKEMA BEAUMONT PLANT,BEAUMONT,TX,30.060226,-94.058976,54183.896,54128.0,25.5,30.396,,C,Stationary Combustion,Direct Emitter
680,1006797,110071372206,ARKEMA INC CLEAR LAKE,PASADENA,TX,29.62139,-95.06389,89531.164,89439.1,42.0,50.064,,C,Stationary Combustion,Direct Emitter
681,1013817,110070931059,ARLANXEO Orange Site,Orange,TX,30.049622,-93.772226,210148.208,209931.2,99.0,118.008,,C,Stationary Combustion,Direct Emitter
682,1003208,110000333906,ARMSTRONG WORLD IND MARIETTA CEILING PLT,MARIETTA,PA,40.0586,-76.58845,71853.88,71779.9,33.75,40.23,,C,Stationary Combustion,Direct Emitter
683,1002968,110001737130,ARMSTRONG WORLD INDUSTRIES INC.,PENSACOLA,FL,30.408671,-87.250165,25162.856,25137.1,11.75,14.006,,C,Stationary Combustion,Direct Emitter
684,1002494,110070834736,ASARCO LLC AMARILLO COPPER REFINERY,AMARILLO,TX,35.284716,-101.730177,10896.708,10885.2,5.25,6.258,,C,Stationary Combustion,Direct Emitter
685,1002486,110069332261,ASARCO LLC Hayden Operations,Hayden,AZ,33.003378,-110.77632,494.048,493.5,0.25,0.298,,C,Stationary Combustion,Direct Emitter
686,1003496,110009878748,ASHLEY Energy LLC,SAINT LOUIS,MO,38.63639,-90.18108,62826.064,62761.4,29.5,35.164,,C,Stationary Combustion,Direct Emitter
687,1005442,110000417228,ATI LADISH LLC,CUDAHY,WI,42.947167,-87.8615,48195.568,48145.7,22.75,27.118,,C,Stationary Combustion,Direct Emitter
688,1006778,110000348589,"ATI Specialty Materials, Monroe Plant",MONROE,NC,34.984,-80.51337,58222.722,58161.0,27.75,33.972,,C,Stationary Combustion,Direct Emitter
689,1002571,110032607329,ATK Launch Systems LLC,Promontory,UT,41.679,-112.432,50124.202,50061.0,26.25,36.952,,C,Stationary Combustion,Direct Emitter
690,1007929,110071161840,"ATLANTIC ALUMINA, GRAMERCY OPERATIONS",GRAMERCY,LA,30.066583,-90.701823,732457.09,731701.1,344.75,411.24,,C,Stationary Combustion,Direct Emitter
691,1005000,110000380999,AUDUBON METALS LLC,HENDERSON,KY,37.808762,-87.632861,47873.32,47824.0,22.5,26.82,,C,Stationary Combustion,Direct Emitter
692,1000378,110063125577,Abbott Laboratories,Casa Grande,AZ,32.896,-111.7848,25403.404,25377.1,12.0,14.304,,C,Stationary Combustion,Direct Emitter
693,1012993,110013815005,Abbott Nutrition,Columbus,OH,39.97553,-82.98999,26943.048,26915.1,12.75,15.198,,C,Stationary Combustion,Direct Emitter
694,1003205,110056588161,Abbott Nutrition - A Division of Abbott Laboratories,ALTAVISTA,VA,37.13375,-79.26404,28847.292,28817.7,13.5,16.092,,C,Stationary Combustion,Direct Emitter
695,1011325,110000459968,Acme Brick - Denton Plant,Denton,TX,33.188675,-97.135707,20869.272,20847.9,9.75,11.622,,C,Stationary Combustion,Direct Emitter
696,1012051,110067543849,Acme Brick - Texas Clay Plants,Malakoff,TX,32.166628,-96.017302,22389.216,22366.2,10.5,12.516,,C,Stationary Combustion,Direct Emitter
697,1000089,110038495768,AdvanSix Resins & Chemicals LLC,PHILADELPHIA,PA,40.0067,-75.0686,157464.408,157302.2,74.0,88.208,,C,Stationary Combustion,Direct Emitter
698,1006553,110001234030,"Advanced Tri-Gen Power Systems, LLC",Chillicothe,IL,40.843067,-89.564148,125794.376,125664.5,59.25,70.626,,C,Stationary Combustion,Direct Emitter
699,1002316,110043804425,Aera Energy 25 Hill,Maricopa,CA,35.09233,-119.407371,58940.128,58879.3,27.75,33.078,,C,Stationary Combustion,Direct Emitter
700,1002156,110066768108,Aera Energy Alberta Finley Shale,Fellows,CA,35.22925,-119.58286,105344.404,105235.9,49.5,59.004,,C,Stationary Combustion,Direct Emitter
701,1006844,110070081958,Aera Energy Anderson Fitzgerald,McKittrick,CA,35.299879,-119.742604,222160.764,221931.7,104.5,124.564,,C,Stationary Combustion,Direct Emitter
702,1006845,110043799752,Aera Energy Belridge,McKittrick,CA,35.45306,-119.719337,1409271.692,1407817.3,663.5,790.892,,C,Stationary Combustion,Direct Emitter
703,1003702,110043802757,Aera Energy Buena Fe,Maricopa,CA,35.09233,-119.407371,12203.704,12191.1,5.75,6.854,,C,Stationary Combustion,Direct Emitter
704,1002315,110043797308,Aera Energy Calso,McKittrick,CA,35.299879,-119.742604,43476.936,43432.0,20.5,24.436,,C,Stationary Combustion,Direct Emitter
705,1006405,110070131883,Aera Energy Coalinga,Coalinga,CA,36.24005,-120.32416,177776.38,177592.8,83.75,99.83,,C,Stationary Combustion,Direct Emitter
706,1012480,110043802757,Aera Energy Lockwood,Maricopa,CA,35.09233,-119.407371,7054.324,7047.2,3.25,3.874,,C,Stationary Combustion,Direct Emitter
707,1005790,110043793543,Aera Energy Lost Hills,McKittrick,CA,35.299879,-119.742604,132506.7,132369.7,62.5,74.5,,C,Stationary Combustion,Direct Emitter
708,1006914,110043793552,Aera Energy MOCO,Maricopa,CA,35.09233,-119.407371,115681.364,115561.9,54.5,64.964,,C,Stationary Combustion,Direct Emitter
709,1005635,110043802757,Aera Energy Metson,Maricopa,CA,35.09233,-119.407371,21000.472,20979.1,9.75,11.622,,C,Stationary Combustion,Direct Emitter
710,1012475,110070131883,Aera Energy Penn Zier,Coalinga,CA,36.24005,-120.32416,31373.832,31341.5,14.75,17.582,,C,Stationary Combustion,Direct Emitter
711,1006846,110001175530,Aera Energy San Ardo,San Ardo,CA,35.954969,-120.864089,243245.384,242994.4,114.5,136.484,,C,Stationary Combustion,Direct Emitter
712,1009944,110066768108,Aera Energy Wier Gore Maxwell,Fellows,CA,35.22925,-119.58286,47421.972,47373.2,22.25,26.522,,C,Stationary Combustion,Direct Emitter
713,1013891,110070675425,Ag Processing Inc,Aberdeen,SD,45.474311,-98.416005,56645.336,56586.7,26.75,31.886,,C,Stationary Combustion,Direct Emitter
714,1002365,110000414061,Ag Processing Inc,Sergeant Bluff,IA,42.305176,-96.362271,72252.928,72178.4,34.0,40.528,,C,Stationary Combustion,Direct Emitter
715,1010699,110071160481,"Aggregate Industries SWR, Inc. - Utelite Plant",Coalville,UT,40.71635,-111.44104,40247.95,39930.8,116.0,201.15,,C,Stationary Combustion,Direct Emitter
